playerid,Name,Team, PA , HR , ISO , K% , FB% , Hard% , EV , LA , Barrel% , Hard%(FB) , vL-PA(2y) , vL-HR(2y) , vL-ISO(2y) , vL-K%(2y) , vL-FB%(2y) , vL-Hard%(2y) , vR-PA(2y) , vR-HR(2y) , vR-ISO(2y) , vR-K%(2y) , vR-FB%(2y) , vR-Hard%(2y) 
18088,Cody Stashak,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18136,Ka'ai Tom,SFG,1, -   , -   , -   ,1, -   ,96.8,42.4, -   , -   ,34,1,0.12,0.1471,0.4762,0.2381,100,1,0.083,0.31,0.3455,0.2364
18138,Ryan Helsley,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18152,Anthony Misiewicz,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18251,Art Warren,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18282,Jarlin Garcia,SFG, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,1, -   , -   ,1, -   , -   
18297,Tyler Kinley,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18323,Josh Sborz,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
18325,Taylor Hearn,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18331,James Kaprielian,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,0.5, -   , -   
18335,Josh Staumont,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18356,Jaime Barria,LAA, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
18376,Connor Overton,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   ,1, -   
18384,Scott Effross,CHC, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   
18403,Enyel De Los Santos,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18413,Jose Urquidy,HOU, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   ,2, -   , -   ,0.5, -   , -   
18439,Danny Young,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18454,Trevor Kelley,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18496,Junior Fernandez,STL, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
18510,Josh Rogers,WSN, -   , -   , -   , -   , -   ,,,,, -   ,8, -   , -   ,0.25, -   , -   ,6, -   , -   ,0.333,0.6667, -   
18519,Phil Bickford,LAD, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,2, -   , -   ,0.5, -   , -   
18525,Dylan Cease,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,8, -   ,0.125,0.375,0.4,0.6
18548,Sam Hentges,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
18555,Logan Allen,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
18593,Anderson Espinoza,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18600,Travis Lakins Sr.,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18655,A.J. Minter,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
18674,Jake Woodford,STL, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,19, -   , -   ,0.474, -   , -   
18679,Freddy Peralta,MIL, -   , -   , -   , -   , -   ,,,,, -   ,12, -   , -   ,0.5, -   , -   ,33, -   , -   ,0.485,0.0667, -   
18684,Sandy Alcantara,MIA, -   , -   , -   , -   , -   ,,,,, -   ,18, -   ,0.063,0.7778,0.5,0.3333,46, -   , -   ,0.674, -   , -   
18694,Kolby Allard,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5,1, -   
18769,Cody Poteet,MIA, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   ,1,10, -   , -   ,0.3, -   , -   
18790,Dillon Peters,PIT, -   , -   , -   , -   , -   ,,,,, -   ,6, -   , -   ,0.6667, -   , -   ,2, -   , -   , -   , -   , -   
18806,Drew Steckenrider,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
18864,Pedro Avila,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
19178,Tommy Nance,MIA, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,1, -   , -   , -   , -   ,1
19179,Kirby Snead,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19191,Robert Dugger,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19199,Conner Menez,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19200,Jose Quijada,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19206,Dakota Hudson,STL, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,3, -   , -   ,0.667, -   , -   
19225,Mitch White,LAD, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,0.6667, -   , -   ,13, -   , -   ,0.692,0.3333, -   
19244,Cole Irvin,OAK, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.25, -   ,0.3333,3, -   , -   ,0.333, -   , -   
19249,Seranthony Dominguez,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19261,Ian Hamilton,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19266,Taylor Widener,ARI, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,0.3333, -   , -   ,15, -   , -   ,0.667, -   , -   
19278,Vladimir Gutierrez,CIN, -   , -   , -   , -   , -   ,,,,, -   ,11, -   , -   ,0.1818,0.375,0.3333,31, -   , -   ,0.387,0.2222, -   
19291,Zac Gallen,ARI, -   , -   , -   , -   , -   ,,,,, -   ,18, -   ,0.083,0.3889, -   ,0.1,24, -   ,0.05,0.458,0.125,0.1538
19309,Trevor Richards,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
19312,Cal Quantrill,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
19316,Eric Lauer,MIL, -   , -   , -   , -   , -   ,,,,, -   ,10, -   , -   ,0.4, -   , -   ,27,1,0.143,0.407,0.4444,0.3571
19330,Matthew Festa,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19343,A.J. Puk,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19345,Daulton Jefferies,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19349,Caleb Ferguson,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19350,Dean Kremer,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19357,Cody Sedlock,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19361,Corbin Burnes,MIL, -   , -   , -   , -   , -   ,,,,, -   ,19, -   , -   ,0.4211,0.2857,0.2222,40, -   , -   ,0.45, -   ,0.0952
19362,Keegan Akin,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,1, -   , -   
19374,Walker Buehler,LAD, -   , -   , -   , -   , -   ,,,,, -   ,25, -   ,0.083,0.6,0.2222,0.2,57, -   , -   ,0.526,0.2143,0.1364
19388,Tony Gonsolin,LAD, -   , -   , -   , -   , -   ,,,,, -   ,5, -   , -   ,0.6,0.5,0.5,14, -   ,0.083,0.357,0.1429,0.125
19403,Colin Poche,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19407,Ronel Blanco,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19409,Dane Dunning,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,0.25, -   , -   
19427,Shane Bieber,CLE, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   ,0.5, -   ,4, -   , -   ,0.75, -   , -   
19444,Yohan Ramirez,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19447,Patrick Sandoval,LAA, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,3, -   , -   ,0.333, -   , -   
19454,Michael Rucker,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
19459,Jorge Alcala,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19479,Aaron Civale,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
19482,Andrew Vasquez,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19487,Devin Smeltzer,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19493,Zach Jackson,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19518,Tanner Tully,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19529,Cam Vieaux,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19531,Jason Foley,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19535,Ryan Hendrix,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
19541,Jimmy Lambert,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19545,Stephen Nogosek,NYM, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
19569,David Bednar,PIT, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
19583,Sean Poppen,ARI, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
19608,Otto Lopez,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
19609,Luke Barker,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19614,Cionel Perez,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
19618,Jordan Hicks,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19647,Matt Foster,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19665,Kyle Wright,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,3, -   ,0.333,0.333, -   ,0.5
19666,Jason Alexander,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19677,Gregory Soto,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19705,Matt Swarmer,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19710,Ronnie Dawson,CIN,3, -   , -   ,0.667, -   ,1,102.6,-3.2, -   , -   , -   , -   , -   , -   , -   , -   ,9, -   , -   ,0.222, -   ,0.3333
19712,Patrick Murphy,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
19731,Kodi Whitley,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19742,Anthony Bender,MIA, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   ,1,1, -   , -   ,1, -   , -   
19753,Jonathan Loaisiga,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19754,Reiver Sanmartin,CIN,2, -   , -   ,0.5, -   , -   ,74.5,-37.7, -   , -   ,1, -   , -   ,1, -   , -   ,7, -   , -   ,0.714, -   , -   
19769,Will Vest,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19785,Jake Lemoine,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19789,Anthony Castro,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19795,Keegan Thompson,CHC, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,0.3333, -   , -   ,5, -   , -   ,0.4, -   , -   
19800,Wil Crowe,PIT, -   , -   , -   , -   , -   ,,,,, -   ,11, -   , -   , -   ,0.2,0.3636,30, -   ,0.04,0.467,0.2,0.2143
19804,Bryan Baker,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19805,Daniel Castano,MIA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,5, -   , -   ,0.4, -   , -   
19814,David McKay,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19845,Alexander Wells,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19853,Michael King,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19866,Brandon Bielak,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19868,Drew Carlton,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19871,Tucker Davidson,ATL, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   ,4, -   , -   ,1, -   , -   
19874,Alex Faedo,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19879,Tanner Houck,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
19883,Alex Lange,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19884,Corbin Martin,ARI, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,0.6667, -   ,1,1, -   , -   ,1, -   , -   
19899,Clarke Schmidt,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
19903,Adonis Medina,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
19911,Jose Suarez,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
19926,Tony Santillan,CIN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   ,1, -   ,7, -   ,0.167,0.286, -   ,0.6
19932,Trevor Stephan,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19938,Aaron Whitefield,LAA,11, -   , -   ,0.455, -   ,0.333,95.3,-1.8,0.167, -   ,4, -   , -   ,0.5, -   , -   ,8, -   , -   ,0.375, -   ,0.4
19940,Jhon Romero,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19951,Ian Anderson,ATL, -   , -   , -   , -   , -   ,,,,, -   ,10, -   , -   ,0.6, -   , -   ,31, -   ,0.033,0.742,0.1667, -   
19959,Jesus Luzardo,MIA, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.5, -   , -   ,16, -   , -   ,0.25,0.125,0.1111
19962,Joey Wentz,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19976,Tyson Miller,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19979,Zach Plesac,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19990,Bryse Wilson,PIT, -   , -   , -   , -   , -   ,,,,, -   ,10, -   , -   ,0.4, -   , -   ,15, -   , -   ,0.333,0.1429,0.1111
19995,Joel Kuhnel,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
19996,Dylan Lee,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20000,Tyler Wells,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20009,Kenny Rosenberg,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20010,Wyatt Mills,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20020,John Schreiber,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20022,Kramer Robertson,STL,1, -   , -   , -   , -   , -   ,65.1,2.2, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
20023,Rico Garcia,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20030,Phillip Diehl,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20039,Adrian Morejon,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
20041,Ronald Bolanos,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20042,Jesus Cruz,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20070,Bailey Falter,PHI, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,1, -   , -   ,2, -   , -   ,1, -   , -   
20074,Miguel Sanchez,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
20080,Mauricio Llovera,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20099,Chris Paddack,MIN, -   , -   , -   , -   , -   ,,,,, -   ,8, -   , -   ,0.625, -   , -   ,34, -   , -   ,0.618,0.1667, -   
20116,Calvin Faucher,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20122,Mark Contreras,MIN,9, -   , -   ,0.333,0.5,0.333,91.8,16.6,0.333,0.6667, -   , -   , -   , -   , -   , -   ,9, -   , -   ,0.333,0.5,0.3333
20132,Adam Oller,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20153,Nick Nelson,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20167,Kyle Muller,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,13, -   , -   ,0.538, -   ,0.2
20185,Zach Pop,MIA, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   , -   , -   , -   , -   , -   , -   
20190,Chad Smith,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20191,Garrett Whitlock,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
20203,Eli Morgan,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,1, -   , -   
20205,Jeremy Beasley,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20206,Mike Baumann,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20227,Jake Walsh,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20231,Zach Logue,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20243,Zac Lowther,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20253,Griffin Jax,MIN, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5,1, -   ,1, -   , -   ,1, -   , -   
20277,Cory Abbott,WSN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
20298,Jhonathan Diaz,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20302,David Peterson,NYM, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.5, -   , -   ,16, -   ,0.077,0.5,0.2,0.1429
20321,Stuart Fairchild,- - -,11, -   , -   ,0.455,0.5,0.333,84.5,7.7, -   ,0.6667,18, -   ,0.063,0.2222,0.4167,0.25,10, -   , -   ,0.4,0.3333,0.3333
20339,Matt Peacock,- - -, -   , -   , -   , -   , -   ,,,,, -   ,11, -   , -   ,0.0909,0.125,0.1111,6, -   , -   ,0.5,0.3333,0.3333
20348,Riley O'Brien,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20353,Steven Wilson,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20367,Brusdar Graterol,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   ,0.5,0.5
20369,Matt Manning,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
20370,Bruce Zimmermann,BAL, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.75, -   , -   , -   , -   , -   , -   , -   , -   
20373,Andres Munoz,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20387,Anthony Kay,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20418,Josh Fleming,TBR, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
20422,Jovani Moran,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20430,Rony Garcia,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
20450,Brewer Hicklen,KCR,2, -   , -   ,1, -   ,,,,, -   ,2, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
20468,Huascar Ynoa,ATL, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.5, -   , -   ,28,2,0.25,0.464,0.3333,0.4
20492,Casey Mize,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   ,0.333, -   , -   
20515,Kyle Nelson,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20517,Nick Sandlin,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20526,Denyi Reyes,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20531,Kutter Crawford,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20539,Edwin Uceta,ARI, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,4, -   , -   ,0.5, -   , -   
